LOCATEID,FIPSCOUNTY,POOLSIZE,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
54,COOK,20,RAMP WNV,NEGATIVE,0,-87.8443,41.6398,34,CO_016_545
54,COOK,5,RAMP WNV,NEGATIVE,0,-87.8443,41.6398,34,CO_016_474
58,COOK,15,RAMP WNV,POSITIVE,1,-87.6557,41.5668,34,CO_016_524
60,COOK,25,RAMP WNV,NEGATIVE,0,-87.538956,41.526396,34,CO_016_481
60,COOK,20,RAMP WNV,POSITIVE,1,-87.538956,41.526396,34,CO_016_522
61,COOK,20,RAMP WNV,POSITIVE,1,-87.852902,42.084365,34,CO_016_501
61,COOK,15,RAMP WNV,NEGATIVE,0,-87.852902,42.084365,34,CO_016_469
61,COOK,10,RAMP WNV,POSITIVE,1,-87.852902,42.084365,34,CO_016_553
61,COOK,5,RAMP WNV,NEGATIVE,0,-87.852902,42.084365,34,CO_016_561
62,COOK,50,RAMP WNV,POSITIVE,1,-87.849313,42.081334,34,CO_016_565
62,COOK,25,RAMP WNV,POSITIVE,1,-87.849313,42.081334,34,CO_016_466
62,COOK,25,RAMP WNV,NEGATIVE,0,-87.849313,42.081334,34,CO_016_495
62,COOK,20,RAMP WNV,POSITIVE,1,-87.849313,42.081334,34,CO_016_549
64,COOK,16,RAMP WNV,NEGATIVE,0,-87.85819,41.90093,34,CO_016_511
65,COOK,50,RAMP WNV,POSITIVE,1,-87.8663,41.94771,34,CO_016_479
65,COOK,5,RAMP WNV,NEGATIVE,0,-87.8663,41.94771,34,CO_016_504
67,COOK,40,RAMP WNV,NEGATIVE,0,-87.868355,41.91915,34,CO_016_529
67,COOK,5,RAMP WNV,NEGATIVE,0,-87.868355,41.91915,34,CO_016_512
68,COOK,5,RAMP WNV,NEGATIVE,0,-87.79447,41.94516,34,CO_016_558
69,COOK,10,RAMP WNV,NEGATIVE,0,-87.861673,41.966579,34,CO_016_508
73,COOK,10,RAMP WNV,POSITIVE,1,-87.80451,41.58886,34,CO_016_484
74,COOK,25,RAMP WNV,POSITIVE,1,-87.81645,42.07364,34,CO_016_470
74,COOK,15,RAMP WNV,NEGATIVE,0,-87.81645,42.07364,34,CO_016_552
74,COOK,10,RAMP WNV,NEGATIVE,0,-87.81645,42.07364,34,CO_016_500
83,COOK,10,RAMP WNV,NEGATIVE,0,-87.8816,41.7765,34,CO_016_507
83,COOK,3,RAMP WNV,NEGATIVE,0,-87.8816,41.7765,34,CO_016_528
84,COOK,3,RAMP WNV,NEGATIVE,0,-87.8253,41.9119,34,CO_016_521
85,COOK,10,RAMP WNV,NEGATIVE,0,-87.8587,42.0867,34,CO_016_551
85,COOK,5,RAMP WNV,NEGATIVE,0,-87.8587,42.0867,34,CO_016_471
86,COOK,11,RAMP WNV,NEGATIVE,0,-87.8105,41.9235,34,CO_016_514
106,DUPAGE,13,RAMP WNV,NEGATIVE,0,-88.164476,41.969188,34,DU_019_W16095
109,DUPAGE,13,RAMP WNV,POSITIVE,1,-88.24924,41.950872,34,DU_019_W16096
201,DUPAGE,10,RAMP WNV,NEGATIVE,0,-88.117762,41.963811,34,DU_019_E16065
208,DUPAGE,11,RAMP WNV,NEGATIVE,0,-88.01989,41.97552,34,DU_019_E16066
210,DUPAGE,29,RAMP WNV,NEGATIVE,0,-88.084,41.9298,34,DU_019_E16067
301,DUPAGE,15,RAMP WNV,NEGATIVE,0,-88.0174,41.9691,34,DU_019_E16068
309,DUPAGE,26,RAMP WNV,NEGATIVE,0,-87.9994,41.9198,34,DU_019_E16069
310,DUPAGE,22,RAMP WNV,NEGATIVE,0,-999,-999,34,DU_019_E16070
401,DUPAGE,19,RAMP WNV,POSITIVE,1,-88.209927,41.890016,34,DU_019_W16097
406,DUPAGE,43,RAMP WNV,POSITIVE,1,-88.18793,41.82422,34,DU_019_W16098
407,DUPAGE,18,RAMP WNV,NEGATIVE,0,-88.1522,41.8604,34,DU_019_W16099
501,DUPAGE,37,RAMP WNV,POSITIVE,1,-88.116694,41.872809,34,DU_019_W16100
511,DUPAGE,19,RAMP WNV,POSITIVE,1,-88.0537,41.8867,34,DU_019_SE16106
512,DUPAGE,12,RAMP WNV,NEGATIVE,0,-88.1023,41.8404,34,DU_019_W16101
513,DUPAGE,11,RAMP WNV,NEGATIVE,0,-88.128046,41.9008,34,DU_019_W16102
801,DUPAGE,50,RAMP WNV,POSITIVE,1,-88.11702,41.738563,34,DU_019_W16103
808,DUPAGE,15,RAMP WNV,POSITIVE,1,-88.0618,41.7579,34,DU_019_SE16107
901,DUPAGE,26,RAMP WNV,POSITIVE,1,-88.0167,41.7926,34,DU_019_SE16108
902,DUPAGE,10,RAMP WNV,NEGATIVE,0,-87.9612,41.7866,34,DU_019_SE16109
904,DUPAGE,20,RAMP WNV,POSITIVE,1,-999,-999,34,DU_019_SE16110
#3 SKOKIE,COOK,60,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,34,No_060_NS1289
#3 SKOKIE,COOK,48,RAMP WNV,POSITIVE,1,-87.71816,42.04479,34,No_060_NS1301
#3 SKOKIE,COOK,40,RAMP WNV,POSITIVE,1,-87.71816,42.04479,34,No_060_NS1317
10 - CENTRAL,COOK,50,RAMP WNV,POSITIVE,1,-87.671067,41.608483,34,So_069_283
10 - CENTRAL,COOK,38,RAMP WNV,NEGATIVE,0,-87.671067,41.608483,34,So_069_292
14- SKYLINE POOL,COOK,50,RAMP WNV,POSITIVE,1,-87.633033,41.542983,34,So_069_295
14- SKYLINE POOL,COOK,40,RAMP WNV,NEGATIVE,0,-87.633033,41.542983,34,So_069_288
15- ALSIP,COOK,50,RAMP WNV,NEGATIVE,0,-87.756167,41.67105,34,So_069_284
15- ALSIP,COOK,50,RAMP WNV,NEGATIVE,0,-87.756167,41.67105,34,So_069_290
16- OAK LAWN,COOK,39,RAMP WNV,POSITIVE,1,-87.754917,41.7063,34,So_069_282
17- EVERGREEN CEM.,COOK,50,RAMP WNV,POSITIVE,1,-87.709283,41.731217,34,So_069_291
17- EVERGREEN CEM.,COOK,40,RAMP WNV,NEGATIVE,0,-87.709283,41.731217,34,So_069_281
18- HICKORY HILLS,COOK,44,RAMP WNV,POSITIVE,1,-87.842233,41.71925,34,So_069_293
18- HICKORY HILLS,COOK,40,RAMP WNV,POSITIVE,1,-87.842233,41.71925,34,So_069_280
19- OLYMPIA FIELDS,COOK,36,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,34,So_069_296
19- OLYMPIA FIELDS,COOK,29,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,34,So_069_289
31- FLOSSMOOR,COOK,31,RAMP WNV,NEGATIVE,0,-87.70761,41.54352,34,So_069_294
31- FLOSSMOOR,COOK,20,RAMP WNV,NEGATIVE,0,-87.70761,41.54352,34,So_069_287
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,34,So_069_285
9 - LAHON,COOK,50,RAMP WNV,POSITIVE,1,-87.606317,41.483933,34,So_069_286
br,COOK,50,RAMP WNV,POSITIVE,1,-87.83992,41.83077,34,De_018_dv1204
br,COOK,50,RAMP WNV,POSITIVE,1,-87.83992,41.83077,34,De_018_dv1237
br,COOK,48,RAMP WNV,POSITIVE,1,-87.83992,41.83077,34,De_018_dv1160
br,COOK,25,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,34,De_018_dv1205
br,COOK,15,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,34,De_018_dv1238
br,COOK,10,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,34,De_018_dv1206
bv,COOK,50,RAMP WNV,POSITIVE,1,-87.866029,41.86918,34,De_018_dv1164
bv,COOK,50,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,34,De_018_dv1243
bv,COOK,21,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,34,De_018_dv1165
bv,COOK,12,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,34,De_018_dv1244
by,COOK,50,RAMP WNV,POSITIVE,1,-87.90625,41.88705,34,De_018_dv1166
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1167
by,COOK,50,RAMP WNV,POSITIVE,1,-87.90625,41.88705,34,De_018_dv1191
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1212
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1215
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1245
by,COOK,30,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1168
by,COOK,25,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1213
by,COOK,21,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1246
by,COOK,10,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,34,De_018_dv1214
C428,COOK,28,RAMP WNV,NEGATIVE,0,-87.8302,41.9159,34,Cl_013_016-0813
C455,COOK,5,RAMP WNV,NEGATIVE,0,-87.777265,41.814665,34,Cl_013_016-0843
C459,COOK,16,RAMP WNV,NEGATIVE,0,-87.759261,41.817291,34,Cl_013_016-0842
CHWN01,DUPAGE,33,RAMP WNV,NEGATIVE,0,-88.0374,41.889,34,FO_028_FPDDC074
D323,DUPAGE,23,RAMP WNV,NEGATIVE,0,-88.08558,41.94816,34,Cl_013_016-0809
D404,DUPAGE,33,RAMP WNV,POSITIVE,1,-88.0585,41.8548,34,Cl_013_016-0812
D407,DUPAGE,8,RAMP WNV,NEGATIVE,0,-87.92812,41.80403,34,Cl_013_016-0814
D427,DUPAGE,17,RAMP WNV,POSITIVE,1,-88.07686,41.9188,34,Cl_013_016-0810
D463,DUPAGE,23,RAMP WNV,NEGATIVE,0,-88.145863,41.844461,34,Cl_013_016-0816
D464,DUPAGE,14,RAMP WNV,POSITIVE,1,-88.044905,41.83636,34,Cl_013_016-0815
DOMINICKS,WILL,50,RAMP WNV,NEGATIVE,0,-88.227862,41.284438,34,Re_064_75
DOMINICKS,WILL,50,RAMP WNV,POSITIVE,1,-88.227862,41.284438,34,Re_064_76
EV1,COOK,60,RAMP WNV,POSITIVE,1,-87.68698,42.006388,34,No_060_NS1302
EV1,COOK,50,RAMP WNV,POSITIVE,1,-87.68698,42.006388,34,No_060_NS1318
EV1,COOK,45,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,34,No_060_NS1319
EV2,COOK,52,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,34,No_060_NS1320
EV2,COOK,31,RAMP WNV,POSITIVE,1,-87.72479,42.06901,34,No_060_NS1303
EV2,COOK,26,RAMP WNV,POSITIVE,1,-87.72479,42.06901,34,No_060_NS1290
EV3,COOK,24,RAMP WNV,POSITIVE,1,-87.70028,42.05611,34,No_060_NS1321
fp,COOK,50,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1176
fp,COOK,50,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1177
fp,COOK,50,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1178
fp,COOK,50,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1192
fp,COOK,50,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1195
fp,COOK,50,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1219
fp,COOK,50,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,34,De_018_dv1222
fp,COOK,50,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,34,De_018_dv1252
fp,COOK,46,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1255
fp,COOK,25,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,34,De_018_dv1193
fp,COOK,25,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,34,De_018_dv1220
fp,COOK,25,RAMP WNV,POSITIVE,1,-87.82575,41.8755,34,De_018_dv1253
fp,COOK,10,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,34,De_018_dv1194
fp,COOK,10,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,34,De_018_dv1221
fp,COOK,10,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,34,De_018_dv1254
G.P.W.D,WILL,50,RAMP WNV,NEGATIVE,0,-88.240273,41.234823,34,Re_064_79
G10,DUPAGE,30,RAMP WNV,POSITIVE,1,-88.1264,41.7574,34,CI_011_N16163
G11*,WILL,30,RAMP WNV,NEGATIVE,0,-88.12711,41.73218,34,CI_011_N16164
G14,WILL,11,RAMP WNV,POSITIVE,1,-88.1674,41.7127,34,CI_011_N16165
G15,WILL,30,RAMP WNV,POSITIVE,1,-88.2045,41.6951,34,CI_011_N16166
G16,WILL,30,RAMP WNV,POSITIVE,1,-88.2195,41.7108,34,CI_011_N16167
G17,DUPAGE,11,RAMP WNV,NEGATIVE,0,-88.1695,41.7991,34,CI_011_N16159
G19,DUPAGE,30,RAMP WNV,POSITIVE,1,-88.1124,41.7705,34,CI_011_N16162
G20,DUPAGE,14,RAMP WNV,POSITIVE,1,-88.1733,41.7824,34,CI_011_N16160
G8,DUPAGE,30,RAMP WNV,POSITIVE,1,-88.1581,41.7639,34,CI_011_N16161
GRWN01,DUPAGE,50,RAMP WNV,POSITIVE,1,-87.9842,41.7735,34,FO_028_FPDDC076
HEWN02,DUPAGE,50,RAMP WNV,POSITIVE,1,-999,-999,34,FO_028_FPDDC073
HIWN01,DUPAGE,14,RAMP WNV,POSITIVE,1,-88.0543,41.831,34,FO_028_FPDDC071
HIWN01,DUPAGE,14,RAMP WNV,NEGATIVE,0,-88.0543,41.831,34,FO_028_FPDDC072
hk,COOK,50,RAMP WNV,POSITIVE,1,-87.85477,41.76822,34,De_018_dv1155
hk,COOK,50,RAMP WNV,POSITIVE,1,-87.85477,41.76822,34,De_018_dv1156
hk,COOK,50,RAMP WNV,NEGATIVE,0,-87.85477,41.76822,34,De_018_dv1157
hk,COOK,50,RAMP WNV,POSITIVE,1,-87.85477,41.76822,34,De_018_dv1185
hk,COOK,50,RAMP WNV,NEGATIVE,0,-87.85477,41.76822,34,De_018_dv1203
hk,COOK,33,RAMP WNV,NEGATIVE,0,-87.85477,41.76822,34,De_018_dv1234
hk,COOK,25,RAMP WNV,POSITIVE,1,-87.85477,41.76822,34,De_018_dv1186
hk,COOK,10,RAMP WNV,NEGATIVE,0,-87.85477,41.76822,34,De_018_dv1187
IDPH 05,COOK,50,RAMP WNV,NEGATIVE,0,-87.79447,41.94516,34,ID_034_I215
IDPH 06,COOK,50,RAMP WNV,NEGATIVE,0,-87.8131,41.9671,34,ID_034_I216
IDPH 101,COOK,50,RAMP WNV,POSITIVE,1,-87.7537,41.6995,34,ID_034_I206
IDPH 102,COOK,50,RAMP WNV,NEGATIVE,0,-87.6953,41.7163,34,ID_034_I207
IDPH 103,COOK,50,RAMP WNV,POSITIVE,1,-87.7177,41.7206,34,ID_034_I208
IDPH 104,DUPAGE,50,RAMP WNV,POSITIVE,1,-87.9896,41.8732,34,ID_034_I209
IDPH 105,COOK,50,RAMP WNV,NEGATIVE,0,-87.7602,41.7151,34,ID_034_I210
IDPH 106,DUPAGE,50,RAMP WNV,POSITIVE,1,-88.0367,41.8061,34,ID_034_I211
IDPH 109,DUPAGE,50,RAMP WNV,POSITIVE,1,-87.9841,41.6868,34,ID_034_I212
IDPH 111,COOK,10,RAMP WNV,NEGATIVE,0,-87.9976,41.6504,34,ID_034_I213
IDPH 112,COOK,50,RAMP WNV,NEGATIVE,0,-87.7022,41.7351,34,ID_034_I214
K410,DUPAGE,36,RAMP WNV,POSITIVE,1,-88.174781,41.951702,34,Cl_013_016-0846
K411,KANE,34,RAMP WNV,POSITIVE,1,-999,-999,34,Cl_013_016-0850
K411,KANE,30,RAMP WNV,POSITIVE,1,-999,-999,34,Cl_013_016-0851
K434,KANE,13,RAMP WNV,POSITIVE,1,0,0,34,Cl_013_016-0845
K435,KANE,50,RAMP WNV,POSITIVE,1,-88.293052,41.926993,34,Cl_013_016-0852
K435,KANE,33,RAMP WNV,POSITIVE,1,-88.293052,41.926993,34,Cl_013_016-0854
K435,KANE,30,RAMP WNV,NEGATIVE,0,-88.293052,41.926993,34,Cl_013_016-0853
K447,KANE,45,RAMP WNV,POSITIVE,1,-88.323672,41.848069,34,Cl_013_016-0847
K448,KANE,38,RAMP WNV,POSITIVE,1,-88.284772,41.831809,34,Cl_013_016-0844
K452,KANE,42,RAMP WNV,POSITIVE,1,-88.293025,41.882196,34,Cl_013_016-0848
K452,KANE,30,RAMP WNV,POSITIVE,1,-88.293025,41.882196,34,Cl_013_016-0849
K465,KANE,30,RAMP WNV,NEGATIVE,0,-88.336842,42.034041,34,Cl_013_016-0830
K466,KANE,25,RAMP WNV,POSITIVE,1,-88.312736,42.019138,34,Cl_013_016-0817
K521,KANE,34,RAMP WNV,NEGATIVE,0,-88.336842,42.034041,34,Cl_013_016-0825
KENDALL03,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.2787,41.7137,34,ID_034_I218
L300,LAKE,39,RAMP WNV,POSITIVE,1,-87.9776,42.2447,34,Cl_013_016-0820
L301,LAKE,29,RAMP WNV,NEGATIVE,0,-87.913,42.193,34,Cl_013_016-0880
L305,LAKE,50,RAMP WNV,POSITIVE,1,-87.80644,42.18219,34,Cl_013_016-0864
L305,LAKE,36,RAMP WNV,NEGATIVE,0,-87.80644,42.18219,34,Cl_013_016-0865
L307,LAKE,8,RAMP WNV,NEGATIVE,0,-999,-999,34,Cl_013_016-0869
L310,LAKE,12,RAMP WNV,POSITIVE,1,-999,-999,34,Cl_013_016-0831
L326,LAKE,50,RAMP WNV,POSITIVE,1,-87.827,42.1997,34,Cl_013_016-0863
L438,LAKE,50,RAMP WNV,POSITIVE,1,-87.886698,42.160485,34,Cl_013_016-0878
L439,LAKE,18,RAMP WNV,NEGATIVE,0,-87.8342,42.1672,34,Cl_013_016-0859
L446,LAKE,11,RAMP WNV,NEGATIVE,0,-87.846347,42.282584,34,Cl_013_016-0870
L459,LAKE,32,RAMP WNV,POSITIVE,1,-87.96328,42.1594,34,Cl_013_016-0855
L460,LAKE,5,RAMP WNV,NEGATIVE,0,-87.807569,42.155136,34,Cl_013_016-0860
L461,LAKE,13,RAMP WNV,NEGATIVE,0,-87.773539,42.153506,34,Cl_013_016-0861
L462,LAKE,34,RAMP WNV,NEGATIVE,0,-87.810232,42.213638,34,Cl_013_016-0862
LCFP 13,LAKE,9,RAMP WNV,POSITIVE,1,-87.906491,42.182227,34,Cl_013_016-0879
LCFP 14,LAKE,50,RAMP WNV,POSITIVE,1,-87.9357,42.2159,34,Cl_013_016-0866
LCFP 14,LAKE,50,RAMP WNV,NEGATIVE,0,-87.9357,42.2159,34,Cl_013_016-0867
LCFP 15,LAKE,13,RAMP WNV,NEGATIVE,0,-89.8911,42.259,34,Cl_013_016-0868
LCFP 16,LAKE,24,RAMP WNV,NEGATIVE,0,-87.9252,42.2403,34,Cl_013_016-0877
LCFP 17,LAKE,24,RAMP WNV,NEGATIVE,0,-87.9483,42.3059,34,Cl_013_016-0874
LCFP 18,LAKE,21,RAMP WNV,POSITIVE,1,-87.8847,42.4102,34,Cl_013_016-0873
LCFP 2,LAKE,50,RAMP WNV,POSITIVE,1,-87.9238,42.2715,34,Cl_013_016-0875
LCFP 2,LAKE,24,RAMP WNV,NEGATIVE,0,-87.9238,42.2715,34,Cl_013_016-0876
LCFP 20,LAKE,6,RAMP WNV,POSITIVE,1,-88.10638,42.175809,34,Cl_013_016-0832
LCFP 3,LAKE,36,RAMP WNV,POSITIVE,1,-87.978432,42.34024,34,Cl_013_016-0826
LCFP 6,LAKE,29,RAMP WNV,NEGATIVE,0,-88.0719,42.4154,34,Cl_013_016-0838
LCFP 7,LAKE,16,RAMP WNV,NEGATIVE,0,-88.0042,42.379,34,Cl_013_016-0833
LCFP 8,LAKE,35,RAMP WNV,NEGATIVE,0,-88.14942,42.37836,34,Cl_013_016-0836
LCFP 9,LAKE,38,RAMP WNV,NEGATIVE,0,-88.1084,42.2622,34,Cl_013_016-0829
LCHD A,LAKE,25,RAMP WNV,NEGATIVE,0,-87.845081,42.43321,34,Cl_013_016-0871
LCHD B,LAKE,26,RAMP WNV,POSITIVE,1,-999,-999,34,Cl_013_016-0872
LCHD D,LAKE,12,RAMP WNV,NEGATIVE,0,-88.0683,42.4006,34,Cl_013_016-0827
LCHD E,LAKE,24,RAMP WNV,NEGATIVE,0,-87.97823,42.36404,34,Cl_013_016-0828
LCHD G2,LAKE,14,RAMP WNV,NEGATIVE,0,-88.150314,42.248259,34,Cl_013_016-0839
LCHD H2,LAKE,42,RAMP WNV,NEGATIVE,0,-88.195867,42.195427,34,Cl_013_016-0841
LCHD I,LAKE,35,RAMP WNV,POSITIVE,1,-88.01,42.26223,34,Cl_013_016-0822
LCHD I,LAKE,30,RAMP WNV,NEGATIVE,0,-88.01,42.26223,34,Cl_013_016-0821
LCHD J,LAKE,6,RAMP WNV,NEGATIVE,0,-88.06687,42.19949,34,Cl_013_016-0834
LCHD O,LAKE,39,RAMP WNV,NEGATIVE,0,-88.13949,42.2665,34,Cl_013_016-0837
lg,COOK,52,RAMP WNV,POSITIVE,1,-87.86581,41.81025,34,De_018_dv1158
lg,COOK,33,RAMP WNV,POSITIVE,1,-87.86581,41.81025,34,De_018_dv1235
lh,COOK,50,RAMP WNV,POSITIVE,1,-87.89658,41.78742,34,De_018_dv1153
lh,COOK,50,RAMP WNV,POSITIVE,1,-87.89658,41.78742,34,De_018_dv1202
lh,COOK,28,RAMP WNV,POSITIVE,1,-87.89658,41.78742,34,De_018_dv1233
lh,COOK,14,RAMP WNV,POSITIVE,1,-87.89658,41.78742,34,De_018_dv1154
lp,COOK,30,RAMP WNV,POSITIVE,1,-87.89391,41.82378,34,De_018_dv1159
lp,COOK,12,RAMP WNV,NEGATIVE,0,-87.89391,41.82378,34,De_018_dv1236
M400,MCHENRY,5,RAMP WNV,NEGATIVE,0,0,0,34,Cl_013_016-0818
M431,MCHENRY,7,RAMP WNV,NEGATIVE,0,-88.34593,42.223447,34,Cl_013_016-0835
M449,MCHENRY,15,RAMP WNV,NEGATIVE,0,-88.208232,42.348866,34,Cl_013_016-0840
MMWN04,DUPAGE,50,RAMP WNV,NEGATIVE,0,-999,-999,34,FO_028_FPDDC075
mp,COOK,50,RAMP WNV,POSITIVE,1,-87.86557,41.89633,34,De_018_dv1169
mp,COOK,50,RAMP WNV,POSITIVE,1,-87.86557,41.89633,34,De_018_dv1216
mp,COOK,30,RAMP WNV,NEGATIVE,0,-87.86557,41.89633,34,De_018_dv1247
mp,COOK,6,RAMP WNV,NEGATIVE,0,-87.86557,41.89633,34,De_018_dv1170
NN,COOK,16,RAMP WNV,NEGATIVE,0,-87.816896,41.850487,34,De_018_dv1256
NN,COOK,14,RAMP WNV,POSITIVE,1,-87.816896,41.850487,34,De_018_dv1179
NSG13,COOK,60,RAMP WNV,POSITIVE,1,-87.821683,42.110783,34,No_060_NS1278
NSG13,COOK,54,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,34,No_060_NS1307
NSG14,COOK,60,RAMP WNV,POSITIVE,1,-87.74885,42.098383,34,No_060_NS1279
NSG14,COOK,30,RAMP WNV,POSITIVE,1,-87.74885,42.098383,34,No_060_NS1295
NSG14,COOK,25,RAMP WNV,POSITIVE,1,-87.74885,42.098383,34,No_060_NS1308
NSG17,COOK,60,RAMP WNV,POSITIVE,1,-87.696433,42.022067,34,No_060_NS1280
NSG17,COOK,60,RAMP WNV,POSITIVE,1,-87.696433,42.022067,34,No_060_NS1296
NSG17,COOK,60,RAMP WNV,POSITIVE,1,-87.696433,42.022067,34,No_060_NS1309
NSG17,COOK,44,RAMP WNV,POSITIVE,1,-87.696433,42.022067,34,No_060_NS1281
NSG2,COOK,60,RAMP WNV,POSITIVE,1,-87.8036,42.067666,34,No_060_NS1271
NSG2,COOK,60,RAMP WNV,POSITIVE,1,-87.8036,42.067666,34,No_060_NS1272
NSG2,COOK,60,RAMP WNV,POSITIVE,1,-87.8036,42.067666,34,No_060_NS1273
NSG2,COOK,60,RAMP WNV,POSITIVE,1,-87.8036,42.067666,34,No_060_NS1291
NSG2,COOK,60,RAMP WNV,POSITIVE,1,-87.8036,42.067666,34,No_060_NS1292
NSG2,COOK,58,RAMP WNV,POSITIVE,1,-87.8036,42.067666,34,No_060_NS1304
NSG21,COOK,25,RAMP WNV,POSITIVE,1,-87.751133,42.076717,34,No_060_NS1297
NSG21,COOK,14,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,34,No_060_NS1310
NSG22,COOK,19,RAMP WNV,POSITIVE,1,-87.789667,42.04255,34,No_060_NS1282
NSG23,COOK,50,RAMP WNV,POSITIVE,1,-87.798462,42.01703,34,No_060_NS1283
NSG23,COOK,45,RAMP WNV,POSITIVE,1,-87.798462,42.01703,34,No_060_NS1311
NSG24,COOK,60,RAMP WNV,POSITIVE,1,-87.497,42.8472,34,No_060_NS1284
NSG24,COOK,60,RAMP WNV,POSITIVE,1,-87.497,42.8472,34,No_060_NS1312
NSG25,COOK,48,RAMP WNV,POSITIVE,1,-87.716083,42.085583,34,No_060_NS1285
NSG25,COOK,29,RAMP WNV,POSITIVE,1,-87.716083,42.085583,34,No_060_NS1313
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1286
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1287
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1288
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1298
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1299
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1314
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1315
NSG29,COOK,60,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1316
NSG29,COOK,36,RAMP WNV,POSITIVE,1,-87.766116,42.143945,34,No_060_NS1300
NSG3,COOK,43,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,34,No_060_NS1274
NSG5,COOK,60,RAMP WNV,POSITIVE,1,-87.761766,42.097216,34,No_060_NS1275
NSG6,COOK,39,RAMP WNV,POSITIVE,1,-87.745233,42.02175,34,No_060_NS1276
NSG6,COOK,35,RAMP WNV,POSITIVE,1,-87.745233,42.02175,34,No_060_NS1305
NSG6,COOK,27,RAMP WNV,POSITIVE,1,-87.745233,42.02175,34,No_060_NS1293
NSG9,COOK,60,RAMP WNV,POSITIVE,1,-87.781716,42.117633,34,No_060_NS1306
NSG9,COOK,52,RAMP WNV,NEGATIVE,0,-87.781716,42.117633,34,No_060_NS1277
NSG9,COOK,35,RAMP WNV,POSITIVE,1,-87.781716,42.117633,34,No_060_NS1294
NWBG1,COOK,50,RAMP WNV,POSITIVE,1,-87.97649,42.14123,34,No_061_743
NWBG1,COOK,50,RAMP WNV,POSITIVE,1,-87.97649,42.14123,34,No_061_744
NWBG1,COOK,48,RAMP WNV,POSITIVE,1,-87.97649,42.14123,34,No_061_762
NWBR2,COOK,11,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,34,No_061_752
NWBR3,COOK,20,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,34,No_061_745
NWBR3,COOK,7,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,34,No_061_763
NWBT1,COOK,19,RAMP WNV,NEGATIVE,0,-88.17953,41.99677,34,No_061_734
