LOCATEID,FIPSCOUNTY,POOLSIZE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
rf,COOK,50,1,-87.82272,41.9058,33,De_018_dv946
rf,COOK,38,1,-87.82272,41.9058,33,De_018_dv947
RICHTON PARK,COOK,50,0,-87.712419,41.490915,33,So_069_280
RICHTON PARK,COOK,50,1,-87.712419,41.490915,33,So_069_291
rp,COOK,50,1,-87.81937,41.73735,33,De_018_dv903
rp,COOK,50,1,-87.81937,41.73735,33,De_018_dv923
rp,COOK,44,1,-87.81937,41.73735,33,De_018_dv924
SHADOW LAKES 1,WILL,50,0,-88.208286,41.287102,33,Re_064_35
su,COOK,46,0,-87.80536,41.78853,33,De_018_dv922
T002,COOK,6,1,-87.7974,41.9562,33,CH_010_41836
T002,COOK,33,1,-87.7974,41.9562,33,CH_010_41837
T002,COOK,1,0,-87.7974,41.9562,33,CH_010_41838
T003,COOK,16,1,-87.86,41.96,33,CH_010_41839
T003,COOK,13,0,-87.86,41.96,33,CH_010_41840
T008,COOK,16,0,-87.7779,42.0092,33,CH_010_41841
T009,COOK,9,0,-87.8529,41.9885,33,CH_010_41842
T011,COOK,17,1,-87.8328,41.9449,33,CH_010_41844
T011,COOK,2,0,-87.8328,41.9449,33,CH_010_41843
T012,COOK,3,0,-87.7448,41.9942,33,CH_010_41845
T012,COOK,5,0,-87.7448,41.9942,33,CH_010_41846
T012,COOK,9,0,-87.7448,41.9942,33,CH_010_41847
T013,COOK,5,1,-87.7782,41.923864,33,CH_010_41823
T013,COOK,1,0,-87.7782,41.923864,33,CH_010_41822
T027,COOK,4,1,-87.7286,41.9858,33,CH_010_41874
T028,COOK,5,0,-87.6896,41.9869,33,CH_010_41875
T028,COOK,34,1,-87.6896,41.9869,33,CH_010_41876
T028,COOK,6,0,-87.6896,41.9869,33,CH_010_41877
T030,COOK,5,0,-87.7159,41.8816,33,CH_010_41825
T030,COOK,1,0,-87.7159,41.8816,33,CH_010_41824
T033,COOK,1,0,-87.7014,41.9067,33,CH_010_41826
T033,COOK,1,0,-87.7014,41.9067,33,CH_010_41827
T035,COOK,14,0,-87.68,41.84,33,CH_010_41788
T035,COOK,22,0,-87.68,41.84,33,CH_010_41789
T039,COOK,2,0,-87.7264,41.9118,33,CH_010_41828
T054B,COOK,1,0,-87.636004,41.918459,33,CH_010_41787
T061,COOK,4,0,-87.6746,41.8013,33,CH_010_41804
T065,COOK,4,0,-87.752,41.7774,33,CH_010_41805
T065,COOK,5,1,-87.752,41.7774,33,CH_010_41806
T065,COOK,3,0,-87.752,41.7774,33,CH_010_41807
T066,COOK,1,0,-87.703,41.7716,33,CH_010_41808
T068,COOK,8,0,-87.6634,41.7466,33,CH_010_41790
T069,COOK,3,1,-87.678,41.7685,33,CH_010_41809
T073,COOK,13,1,-87.6002,41.7733,33,CH_010_41792
T073,COOK,4,0,-87.6002,41.7733,33,CH_010_41791
T074,COOK,9,0,-87.66,41.82,33,CH_010_41793
T077,COOK,4,0,-87.586491,41.778706,33,CH_010_41794
T080,COOK,10,0,-87.6138,41.7546,33,CH_010_41795
T080,COOK,45,1,-87.6138,41.7546,33,CH_010_41796
T080,COOK,4,0,-87.6138,41.7546,33,CH_010_41797
T082,COOK,2,0,-87.6429,41.8034,33,CH_010_41798
T082,COOK,4,1,-87.6429,41.8034,33,CH_010_41799
T082,COOK,3,0,-87.6429,41.8034,33,CH_010_41800
T083,COOK,2,0,-87.5826,41.7493,33,CH_010_41801
T083,COOK,1,0,-87.5826,41.7493,33,CH_010_41802
T090,COOK,3,0,-87.6614,41.6776,33,CH_010_41855
T094,COOK,10,0,-87.6648,41.7213,33,CH_010_41856
T099,COOK,3,0,-87.55688,41.72638,33,CH_010_41860
T099,COOK,11,0,-87.55688,41.72638,33,CH_010_41861
T114,COOK,15,1,-87.7368,41.7987,33,CH_010_41810
T114,COOK,32,0,-87.7368,41.7987,33,CH_010_41811
T114,COOK,7,0,-87.7368,41.7987,33,CH_010_41812
T115,COOK,3,0,-87.5903,41.6624,33,CH_010_41862
T128,COOK,5,0,-87.5656,41.7047,33,CH_010_41863
T128,COOK,20,0,-87.5656,41.7047,33,CH_010_41864
T128,COOK,5,0,-87.5656,41.7047,33,CH_010_41865
T135,COOK,1,0,-87.6329,41.6632,33,CH_010_41857
T138,COOK,1,0,-87.5778,41.6201,33,CH_010_41866
T138,COOK,3,0,-87.5778,41.6201,33,CH_010_41867
T147,COOK,3,0,-87.7001,41.9321,33,CH_010_41878
T151,COOK,23,0,-87.8006,41.9163,33,CH_010_41830
T151,COOK,21,1,-87.8006,41.9163,33,CH_010_41831
T151,COOK,2,0,-87.8006,41.9163,33,CH_010_41829
T152,COOK,2,0,-87.7161,41.8461,33,CH_010_41832
T155,COOK,6,0,-87.7789,41.7759,33,CH_010_41814
T155,COOK,4,0,-87.7789,41.7759,33,CH_010_41815
T155,COOK,3,0,-87.7789,41.7759,33,CH_010_41813
T159,COOK,10,0,-87.6496,41.7311,33,CH_010_41858
T159,COOK,7,1,-87.6496,41.7311,33,CH_010_41859
T209,COOK,2,0,-87.545906,41.655534,33,CH_010_41869
T209,COOK,2,0,-87.545906,41.655534,33,CH_010_41868
T212,COOK,13,0,-87.528475,41.680787,33,CH_010_41871
T212,COOK,5,0,-87.528475,41.680787,33,CH_010_41870
T220,COOK,3,0,-87.69,41.96,33,CH_010_41879
T221,COOK,1,0,-87.6,41.65,33,CH_010_41873
T221,COOK,2,0,-87.6,41.65,33,CH_010_41872
T223,COOK,5,0,-87.80467,41.973995,33,CH_010_41848
T223,COOK,50,0,-87.80467,41.973995,33,CH_010_41850
T223,COOK,31,1,-87.80467,41.973995,33,CH_010_41851
T223,COOK,28,0,-87.80467,41.973995,33,CH_010_41852
T223,COOK,12,0,-87.80467,41.973995,33,CH_010_41849
T224,COOK,1,0,-87.671702,41.947011,33,CH_010_41880
T225,COOK,6,0,-87.731457,41.743395,33,CH_010_41816
T225,COOK,28,1,-87.731457,41.743395,33,CH_010_41817
T225,COOK,2,0,-87.731457,41.743395,33,CH_010_41818
T226,COOK,3,0,-87.647594,41.794297,33,CH_010_41803
T228,COOK,2,0,-87.724985,41.952654,33,CH_010_41853
T230,COOK,19,1,-87.755737,41.904661,33,CH_010_41834
T230,COOK,2,0,-87.755737,41.904661,33,CH_010_41833
T230,COOK,1,0,-87.755737,41.904661,33,CH_010_41835
T235,COOK,9,0,-87.728342,41.774866,33,CH_010_41820
T235,COOK,13,1,-87.728342,41.774866,33,CH_010_41821
T235,COOK,12,0,-87.728342,41.774866,33,CH_010_41819
T236,COOK,3,0,-87.770852,41.995042,33,CH_010_41854
T900,COOK,12,0,-87.882,41.9798,33,CH_010_41881
T900,COOK,5,0,-87.882,41.9798,33,CH_010_41882
T902,COOK,18,0,-87.882,41.9798,33,CH_010_41883
T902,COOK,6,1,-87.882,41.9798,33,CH_010_41884
T904,COOK,1,0,-87.882,41.9798,33,CH_010_41885
T904,COOK,6,0,-87.882,41.9798,33,CH_010_41886
T905,COOK,2,0,-87.882,41.9798,33,CH_010_41887
T906,COOK,1,0,-87.882,41.9798,33,CH_010_41888
T906,COOK,1,0,-87.882,41.9798,33,CH_010_41889
T912,COOK,2,0,-87.882,41.9798,33,CH_010_41890
T912,COOK,9,0,-87.882,41.9798,33,CH_010_41891
T912,COOK,3,0,-87.882,41.9798,33,CH_010_41892
T913,COOK,3,0,-87.882,41.9798,33,CH_010_41901
T916,COOK,9,0,-87.882,41.9798,33,CH_010_41894
T924,COOK,6,0,0,0,33,CH_010_41899
T924,COOK,2,0,0,0,33,CH_010_41900
T925,COOK,5,0,0,0,33,CH_010_41895
T925,COOK,50,0,0,0,33,CH_010_41896
T925,COOK,34,0,0,0,33,CH_010_41897
T925,COOK,47,0,0,0,33,CH_010_41898
TRAP 1,KENDALL,50,1,-88.463232,41.65886,33,KE_042_069
TRAP 1,KENDALL,50,0,-88.463232,41.65886,33,KE_042_070
TRAP 10,KENDALL,25,1,0,0,33,KE_042_075
TRAP 12,KENDALL,39,1,-88.3977,41.6295,33,KE_042_076
TRAP 13,KENDALL,14,0,-88.4145,41.6434,33,KE_042_077
TRAP 14,KENDALL,50,1,-88.3483,41.7034,33,KE_042_078
TRAP 15,KENDALL,50,0,-88.3116,41.5124,33,KE_042_079
TRAP 3,KENDALL,50,0,-88.540651,41.671274,33,KE_042_071
TRAP 33,WILL,49,0,-88.01362,41.36885,33,WI_079_1533WCHD13
TRAP 33,WILL,16,0,-88.01362,41.36885,33,WI_079_1533WCHD14
TRAP 5,KENDALL,45,1,-88.33748,41.68473,33,KE_042_072
TRAP 7,COOK,345,1,-87.7402,42.0235,33,SK_068_081415-7
TRAP 8,KENDALL,50,1,-88.5812,41.5431,33,KE_042_073
TRAP 9,KENDALL,50,0,-999,-999,33,KE_042_074
TRP-12,COOK,40,0,-87.83012,41.97563,33,CO_016_154
W442,DUPAGE,19,1,-87.9795,41.9669,33,Cl_013_015-0949
W443,DUPAGE,50,1,-87.9691,41.9604,33,Cl_013_015-0940
W443,DUPAGE,50,1,-87.9691,41.9604,33,Cl_013_015-0941
W443,DUPAGE,18,0,-87.9691,41.9604,33,Cl_013_015-0942
WCHD1,WILL,50,1,-88.04039,41.30351,33,WI_079_1501WCHD20
WCHD1,WILL,50,1,-88.04039,41.30351,33,WI_079_1501WCHD21
WCHD10,WILL,50,1,-87.616758,41.433593,33,WI_079_1510WCHD22
WCHD10,WILL,50,0,-87.616758,41.433593,33,WI_079_1510WCHD23
WCHD11,WILL,50,1,-87.883601,41.533476,33,WI_079_1511WCHD24
WCHD11,WILL,50,0,-87.883601,41.533476,33,WI_079_1511WCHD25
WCHD16,WILL,50,0,-87.950095,41.616909,33,WI_079_1516WCHD24
WCHD16,WILL,50,1,-87.950095,41.616909,33,WI_079_1516WCHD25
WCHD17,WILL,50,0,-88.083411,41.700193,33,WI_079_1517WCHD14
WCHD17,WILL,50,0,-88.083411,41.700193,33,WI_079_1517WCHD15
WCHD24,WILL,48,0,-87.81483,41.488883,33,WI_079_1524WCHD23
WCHD24,WILL,50,0,-87.81483,41.488883,33,WI_079_1524WCHD24
WCHD27,WILL,44,0,-87.68861,41.44869,33,WI_079_1527WCHD18
WCHD27,WILL,14,0,-87.68861,41.44869,33,WI_079_1527WCHD19
WCHD29,WILL,50,0,-88.21238,41.6075,33,WI_079_1529WCHD17
WCHD29,WILL,50,1,-88.21238,41.6075,33,WI_079_1529WCHD18
WCHD3,WILL,50,1,-87.58277,41.30723,33,WI_079_1503WCHD27
WCHD31,WILL,50,0,-88.1991,41.50903,33,WI_079_1531WCHD14
WCHD32,WILL,50,1,-88.002389,41.449548,33,WI_079_1532WCHD24
WCHD6,WILL,50,0,-88.03497,41.4189,33,WI_079_1506WCHD17
WCHD6,WILL,50,1,-88.03497,41.4189,33,WI_079_1506WCHD18
we,COOK,50,0,-87.88832,41.85585,33,De_018_dv892
we,COOK,50,1,-87.88832,41.85585,33,De_018_dv896
we,COOK,50,1,-87.88832,41.85585,33,De_018_dv897
we,COOK,50,1,-87.88832,41.85585,33,De_018_dv898
we,COOK,50,0,-87.88832,41.85585,33,De_018_dv908
we,COOK,50,0,-87.88832,41.85585,33,De_018_dv909
we,COOK,50,0,-87.88832,41.85585,33,De_018_dv910
we,COOK,50,1,-87.88832,41.85585,33,De_018_dv917
we,COOK,50,0,-87.88832,41.85585,33,De_018_dv918
we,COOK,50,0,-87.88832,41.85585,33,De_018_dv938
we,COOK,50,0,-87.88832,41.85585,33,De_018_dv939
we,COOK,50,1,-87.88832,41.85585,33,De_018_dv940
WILL 03,WILL,50,0,-88.0982,41.7273,33,ID_034_I428
WILL 03,WILL,50,0,-88.0982,41.7273,33,ID_034_I441
WMWN03,DUPAGE,23,0,-88.1746,41.9321,33,FO_028_59
WNV-2015-001,KANE,30,0,-88.3418,41.7289,33,KA_040_201501101
WNV-2015-002,KANE,47,0,-88.2863,41.7859,33,KA_040_201501502
WNV-2015-003,KANE,23,0,-88.5706,41.7678,33,KA_040_201500603
WNV-2015-004,KANE,48,0,-999,-999,33,KA_040_201500404
WNV-2015-005,KANE,50,0,-88.415,41.9573,33,KA_040_201502005
WNV-2015-005,KANE,21,0,-88.415,41.9573,33,KA_040_201502105
WNV-2015-006,KANE,23,0,-88.4737,41.887,33,KA_040_201501806
WNV-2015-007,KANE,31,1,-88.363,42.0854,33,KA_040_201501507
WNV-2015-007,KANE,25,1,-88.363,42.0854,33,KA_040_201501607
WNV-2015-008,KANE,45,1,-88.3645,42.0077,33,KA_040_201501508
WNV-2015-009,KANE,46,0,-999,-999,33,KA_040_201502109
WNV-2015-009,KANE,21,0,-999,-999,33,KA_040_201502209
WNV-2015-010,KANE,50,1,-88.2646,42.1177,33,KA_040_201502210
WNV-2015-010,KANE,32,0,-88.2646,42.1177,33,KA_040_201502310
ws,COOK,50,0,-87.88511,41.73975,33,De_018_dv889
ws,COOK,50,0,-87.88511,41.73975,33,De_018_dv894
ws,COOK,50,0,-87.88511,41.73975,33,De_018_dv904
ws,COOK,50,0,-87.88511,41.73975,33,De_018_dv913
ws,COOK,50,0,-87.88511,41.73975,33,De_018_dv914
ws,COOK,50,1,-87.88511,41.73975,33,De_018_dv915
ws,COOK,50,0,-87.88511,41.73975,33,De_018_dv925
ws,COOK,50,1,-87.88511,41.73975,33,De_018_dv926
ws,COOK,28,0,-87.88511,41.73975,33,De_018_dv927
1,COOK,15,1,-87.7697,41.5698,34,CO_016_206
1,COOK,50,0,-87.7697,41.5698,34,CO_016_223
1,MCHENRY,3,0,-42.340416,88.438066,34,MC_053_3542015
2,DUPAGE,27,1,-88.16775,41.79228,34,CI_011_N14147
3,DUPAGE,312,1,-88.16775,41.79228,34,CI_011_N14148
10,COOK,45,0,-87.8948,41.9318,34,CO_016_184
10,COOK,23,0,-87.8948,41.9318,34,CO_016_237
11,COOK,30,0,-87.80062,41.84125,34,CO_016_187
11,COOK,30,0,-87.80062,41.84125,34,CO_016_204
12,COOK,15,1,-87.8771,41.9563,34,CO_016_179
12,COOK,11,0,-87.8771,41.9563,34,CO_016_213
12,COOK,20,0,-87.8771,41.9563,34,CO_016_228
15,MCHENRY,2,0,-88.26823,42.2226,34,MC_053_3532015
16,KENDALL,50,1,-88.373,41.5344,34,KE_042_090
18,COOK,20,0,-87.7282,41.5616,34,CO_016_202
18,MCHENRY,20,0,-88.29916,42.27934,34,MC_053_3522015
19,MCHENRY,50,0,-88.43285,42.47678,34,MC_053_3472015
19,MCHENRY,50,0,-88.43285,42.47678,34,MC_053_3482015
19,MCHENRY,50,0,-88.43285,42.47678,34,MC_053_3492015
19,MCHENRY,50,0,-88.43285,42.47678,34,MC_053_3502015
21,COOK,50,0,-87.7319,41.6123,34,CO_016_211
21,COOK,10,0,-87.7319,41.6123,34,CO_016_200
21,MCHENRY,42,0,-88.31541,42.18941,34,MC_053_3552015
23,MCHENRY,4,0,-88.62511,42.41502,34,MC_053_3462015
30,COOK,50,0,-87.8158,41.7076,34,CO_016_177
31,COOK,20,0,-87.7393,41.6788,34,CO_016_207
32,COOK,10,0,-87.5823,41.5559,34,CO_016_209
32,COOK,45,0,-87.5823,41.5559,34,CO_016_199
33,COOK,5,0,-87.9317,41.6571,34,CO_016_176
34,WILL,50,0,-88.041474,41.304663,34,WI_079_1534WCHD26
34,COOK,5,0,-87.801,41.6773,34,CO_016_215
34,WILL,43,1,-88.041474,41.304663,34,WI_079_1534WCHD27
36,COOK,5,0,-87.8598,42.1028,34,CO_016_192
36,COOK,6,0,-87.8598,42.1028,34,CO_016_219
37,COOK,22,1,-87.8746,42.0323,34,CO_016_222
38,COOK,191,1,-87.8626,42.0907,34,CO_016_191
38,COOK,30,0,-87.8626,42.0907,34,CO_016_217
39,COOK,5,0,-87.8753,42.0854,34,CO_016_216
40,COOK,13,0,-87.7217,41.7277,34,CO_016_208
48,COOK,21,0,-87.8685,42.0431,34,CO_016_220
58,COOK,40,1,-87.6557,41.5668,34,CO_016_203
60,COOK,6,0,-87.538956,41.526396,34,CO_016_210
60,COOK,10,0,-87.538956,41.526396,34,CO_016_224
62,COOK,10,0,-87.849313,42.081334,34,CO_016_190
62,COOK,5,0,-87.849313,42.081334,34,CO_016_218
64,COOK,40,0,-87.85819,41.90093,34,CO_016_227
65,COOK,50,1,-87.8663,41.94771,34,CO_016_178
65,COOK,45,0,-87.8663,41.94771,34,CO_016_229
67,COOK,35,0,-87.868355,41.91915,34,CO_016_185
67,COOK,13,1,-87.868355,41.91915,34,CO_016_226
68,COOK,11,0,-87.79447,41.94516,34,CO_016_182
68,COOK,12,0,-87.79447,41.94516,34,CO_016_235
69,COOK,27,1,-87.861673,41.966579,34,CO_016_180
69,COOK,17,0,-87.861673,41.966579,34,CO_016_236
73,COOK,30,0,-87.80451,41.58886,34,CO_016_214
73,COOK,4,0,-87.80451,41.58886,34,CO_016_201
74,COOK,50,1,-87.81645,42.07364,34,CO_016_193
74,COOK,5,0,-87.81645,42.07364,34,CO_016_221
82,COOK,5,0,-87.8949,41.9413,34,CO_016_183
82,COOK,7,0,-87.8949,41.9413,34,CO_016_230
83,COOK,20,1,-87.8816,41.7765,34,CO_016_188
86,COOK,7,0,-87.8105,41.9235,34,CO_016_189
86,COOK,9,0,-87.8105,41.9235,34,CO_016_225
106,DUPAGE,50,0,-88.164476,41.969188,34,DU_019_E15106
106,DUPAGE,18,0,-88.164476,41.969188,34,DU_019_C15145
109,DUPAGE,50,1,-88.24924,41.950872,34,DU_019_C15146
110,DUPAGE,50,0,-88.1743,41.9347,34,DU_019_C15147
208,DUPAGE,13,0,-88.01989,41.97552,34,DU_019_E15105
310,DUPAGE,20,0,-999,-999,34,DU_019_E15107
400,DUPAGE,50,1,-88.181875,41.864012,34,DU_019_C15148
401,DUPAGE,50,0,-88.209927,41.890016,34,DU_019_C15149
501,DUPAGE,50,1,-88.116694,41.872809,34,DU_019_C15150
503,DUPAGE,15,0,-88.143233,41.845244,34,DU_019_C15151
511,DUPAGE,50,0,-88.0537,41.8867,34,DU_019_SE15132
511,DUPAGE,50,1,-88.0537,41.8867,34,DU_019_SE15140
516,DUPAGE,28,0,-88.127003,41.932635,34,DU_019_C15152
609,DUPAGE,19,0,-87.97725,41.87746,34,DU_019_E15108
610,DUPAGE,15,1,-88.007449,41.906584,34,DU_019_E15109
611,DUPAGE,19,0,-87.9345,41.8553,34,DU_019_SE15133
801,DUPAGE,40,1,-88.11702,41.738563,34,DU_019_C15153
802,DUPAGE,50,0,-88.087313,41.773075,34,DU_019_SE15134
808,DUPAGE,10,0,-88.0618,41.7579,34,DU_019_SE15135
901,DUPAGE,11,0,-88.0167,41.7926,34,DU_019_SE15136
902,DUPAGE,50,0,-87.9612,41.7866,34,DU_019_SE15137
904,DUPAGE,10,0,-999,-999,34,DU_019_SE15138
910,DUPAGE,50,0,-87.9818,41.8148,34,DU_019_SE15139
12 - HOLY CROSS CEM.,COOK,50,0,-87.546317,41.608167,34,So_069_298
12 - HOLY CROSS CEM.,COOK,25,0,-87.546317,41.608167,34,So_069_305
14- SKYLINE POOL,COOK,50,1,-87.633033,41.542983,34,So_069_300
14- SKYLINE POOL,COOK,50,0,-87.633033,41.542983,34,So_069_307
17- EVERGREEN CEM.,COOK,50,1,-87.709283,41.731217,34,So_069_297
17- EVERGREEN CEM.,COOK,36,0,-87.709283,41.731217,34,So_069_303
18- HICKORY HILLS,COOK,50,0,-87.842233,41.71925,34,So_069_292
1-MT. GREENWOOD,COOK,50,0,-87.6934,41.6917,34,So_069_295
1-MT. GREENWOOD,COOK,50,1,-87.6934,41.6917,34,So_069_302
2015EV-01,COOK,17,0,-87.6862,42.0641,34,EV_024_159
2015EV-01,COOK,1,0,-87.6862,42.0641,34,EV_024_162
2015EV-02,COOK,21,0,-87.725,42.0678,34,EV_024_160
2015EV-04,COOK,12,1,-87.6996,42.0556,34,EV_024_161
2015EV-04,COOK,2,0,-87.6996,42.0556,34,EV_024_163
28- MT HOPE CEM,COOK,37,0,-87.690627,41.677762,34,So_069_294
2-CHILDRENS FARM,COOK,50,0,-87.8371,41.65675,34,So_069_293
2-CHILDRENS FARM,COOK,50,1,-87.8371,41.65675,34,So_069_301
3-LRSH,COOK,50,0,-87.876167,41.709833,34,So_069_296
3-LRSH,COOK,50,0,-87.876167,41.709833,34,So_069_304
A463,MCHENRY,7,1,-88.297825,42.163697,34,Cl_013_015-1072
br,COOK,50,1,-87.83992,41.83077,34,De_018_dv967
br,COOK,47,0,-87.83992,41.83077,34,De_018_dv987
bv,COOK,20,0,-87.866029,41.86918,34,De_018_dv990
by,COOK,50,1,-87.90625,41.88705,34,De_018_dv955
by,COOK,50,1,-87.90625,41.88705,34,De_018_dv968
by,COOK,50,1,-87.90625,41.88705,34,De_018_dv991
by,COOK,21,0,-87.90625,41.88705,34,De_018_dv992
C428,COOK,10,0,-87.8302,41.9159,34,Cl_013_015-1032
C459,COOK,9,1,-87.759261,41.817291,34,Cl_013_015-1092
CHWN01,DUPAGE,50,1,-88.0374,41.889,34,FO_028_73
D323,DUPAGE,38,1,-88.08558,41.94816,34,Cl_013_015-1031
D404,DUPAGE,42,1,-88.0585,41.8548,34,Cl_013_015-1022
D404,DUPAGE,10,1,-88.0585,41.8548,34,Cl_013_015-1023
D407,DUPAGE,30,1,-87.92812,41.80403,34,Cl_013_015-1028
D407,DUPAGE,29,1,-87.92812,41.80403,34,Cl_013_015-1029
D427,DUPAGE,18,1,-88.07686,41.9188,34,Cl_013_015-1024
DOMINICKS,WILL,50,1,-88.227862,41.284438,34,Re_064_46
DOMINICKS,WILL,50,1,-88.227862,41.284438,34,Re_064_49
DOMINICKS,WILL,50,0,-88.227862,41.284438,34,Re_064_50
fp,COOK,50,0,-87.82575,41.8755,34,De_018_dv957
fp,COOK,50,0,-87.82575,41.8755,34,De_018_dv976
fp,COOK,46,0,-87.82575,41.8755,34,De_018_dv999
G.P.W.D,WILL,50,0,-88.240273,41.234823,34,Re_064_45
G1,DUPAGE,11,0,-88.2208,41.7814,34,CI_011_N14146
G10,DUPAGE,293,0,-88.1264,41.7574,34,CI_011_N14154
G11*,WILL,23,1,-88.12711,41.73218,34,CI_011_N14155
G12,WILL,97,0,-88.1294,41.7166,34,CI_011_N14156
G13,WILL,32,1,-88.1447,41.7128,34,CI_011_N14157
G14,WILL,267,1,-88.1674,41.7127,34,CI_011_N14158
G15,WILL,72,1,-88.2045,41.6951,34,CI_011_N14159
G16,WILL,183,0,-88.2195,41.7108,34,CI_011_N14160
G17,DUPAGE,353,1,-88.1695,41.7991,34,CI_011_N14149
G18,DUPAGE,51,1,-88.1914,41.7639,34,CI_011_N14151
G19,DUPAGE,267,1,-88.1124,41.7705,34,CI_011_N14153
G6,DUPAGE,66,0,-88.1642,41.7758,34,CI_011_N14150
G8,DUPAGE,28,1,-88.1581,41.7639,34,CI_011_N14152
GRWN01,DUPAGE,50,0,-87.9842,41.7735,34,FO_028_75
HEWN02,DUPAGE,3,0,-999,-999,34,FO_028_71
HIWN01,DUPAGE,9,0,-88.0543,41.831,34,FO_028_70
hk,COOK,50,0,-87.85477,41.76822,34,De_018_dv974
hk,COOK,41,0,-87.85477,41.76822,34,De_018_dv984
IDPH 05,COOK,50,1,-87.79447,41.94516,34,ID_034_I452
IDPH 05,COOK,50,1,-87.79447,41.94516,34,ID_034_I465
IDPH 06,COOK,50,0,-87.8131,41.9671,34,ID_034_I453
IDPH 06,COOK,50,0,-87.8131,41.9671,34,ID_034_I466
IDPH 101,COOK,50,1,-87.7537,41.6995,34,ID_034_I443
IDPH 101,COOK,50,1,-87.7537,41.6995,34,ID_034_I456
IDPH 102,COOK,50,1,-87.6953,41.7163,34,ID_034_I444
IDPH 102,COOK,50,0,-87.6953,41.7163,34,ID_034_I457
IDPH 103,COOK,50,1,-87.7177,41.7206,34,ID_034_I445
IDPH 103,COOK,50,0,-87.7177,41.7206,34,ID_034_I458
IDPH 104,DUPAGE,50,1,-87.9896,41.8732,34,ID_034_I446
IDPH 104,DUPAGE,50,1,-87.9896,41.8732,34,ID_034_I459
IDPH 105,COOK,50,0,-87.7602,41.7151,34,ID_034_I447
IDPH 105,COOK,50,1,-87.7602,41.7151,34,ID_034_I460
IDPH 106,DUPAGE,50,1,-88.0367,41.8061,34,ID_034_I448
IDPH 106,DUPAGE,50,1,-88.0367,41.8061,34,ID_034_I461
IDPH 109,DUPAGE,50,1,-87.9841,41.6868,34,ID_034_I449
IDPH 109,DUPAGE,50,0,-87.9841,41.6868,34,ID_034_I462
IDPH 111,COOK,50,0,-87.9976,41.6504,34,ID_034_I450
IDPH 111,COOK,50,1,-87.9976,41.6504,34,ID_034_I463
IDPH 112,COOK,50,0,-87.7022,41.7351,34,ID_034_I451
IDPH 112,COOK,50,1,-87.7022,41.7351,34,ID_034_I464
K410,DUPAGE,8,0,-88.174781,41.951702,34,Cl_013_015-1063
K411,KANE,11,0,-999,-999,34,Cl_013_015-1065
K434,KANE,5,0,0,0,34,Cl_013_015-1071
K435,KANE,18,0,-88.293052,41.926993,34,Cl_013_015-1064
K447,KANE,42,1,-88.323672,41.848069,34,Cl_013_015-1066
K447,KANE,42,1,-88.323672,41.848069,34,Cl_013_015-1068
K447,KANE,42,1,-88.323672,41.848069,34,Cl_013_015-1067
K448,KANE,39,1,-88.284772,41.831809,34,Cl_013_015-1069
K452,KANE,36,0,-88.293025,41.882196,34,Cl_013_015-1070
KENDALL03,KENDALL,50,0,-88.2787,41.7137,34,ID_034_I455
KENDALL03,KENDALL,50,0,-88.2787,41.7137,34,ID_034_I468
L300,LAKE,48,0,-87.9776,42.2447,34,Cl_013_015-1090
L301,LAKE,38,0,-87.913,42.193,34,Cl_013_015-1050
L305,LAKE,23,0,-87.80644,42.18219,34,Cl_013_015-1056
L307,LAKE,35,0,-999,-999,34,Cl_013_015-1058
L307,LAKE,35,1,-999,-999,34,Cl_013_015-1057
L310,LAKE,34,1,-999,-999,34,Cl_013_015-1085
L310,LAKE,34,0,-999,-999,34,Cl_013_015-1086
L326,LAKE,22,0,-87.827,42.1997,34,Cl_013_015-1055
L438,LAKE,42,0,-87.886698,42.160485,34,Cl_013_015-1048
L439,LAKE,36,1,-87.8342,42.1672,34,Cl_013_015-1049
L446,LAKE,24,1,-87.846347,42.282584,34,Cl_013_015-1059
L450,LAKE,15,0,-87.851806,42.310319,34,Cl_013_015-1060
L459,LAKE,45,1,-87.96328,42.1594,34,Cl_013_015-1036
L460,LAKE,35,1,-87.807569,42.155136,34,Cl_013_015-1051
L460,LAKE,35,0,-87.807569,42.155136,34,Cl_013_015-1052
L461,LAKE,34,0,-87.773539,42.153506,34,Cl_013_015-1053
L462,LAKE,20,0,-87.810232,42.213638,34,Cl_013_015-1054
LCFP 13,LAKE,40,0,-87.906491,42.182227,34,Cl_013_015-1045
LCFP 13,LAKE,40,0,-87.906491,42.182227,34,Cl_013_015-1046
LCFP 14,LAKE,40,0,-87.9357,42.2159,34,Cl_013_015-1061
LCFP 15,LAKE,22,0,-89.8911,42.259,34,Cl_013_015-1062
LCFP 16,LAKE,30,0,-87.9252,42.2403,34,Cl_013_015-1042
LCFP 17,LAKE,30,0,-87.9483,42.3059,34,Cl_013_015-1043
LCFP 18,LAKE,18,0,-87.8847,42.4102,34,Cl_013_015-1044
LCFP 2,LAKE,50,0,-87.9238,42.2715,34,Cl_013_015-1041
LCFP 3,LAKE,42,0,-87.978432,42.34024,34,Cl_013_015-1087
LCFP 6,LAKE,16,0,-88.0719,42.4154,34,Cl_013_015-1080
LCFP 8,LAKE,7,0,-88.14942,42.37836,34,Cl_013_015-1077
LCFP 8,LAKE,6,0,-88.14942,42.37836,34,Cl_013_015-1081
